student_id,age,gender,region,parent_education,average_grade,absenteeism_rate,assignments_submitted,moodle_hours,forum_posts,satisfaction_score,dropout,gender_encoded,region_encoded,parent_education_encoded,dropout_encoded,cluster
271,24,Female,Tsevie,,15.53,25.23,85.33,2.14,3,5.2,No,0,6,3,0,3
272,30,Male,Atakpame,Secondary,7.73,6.17,94.2,1.49,1,4.3,Yes,1,0,2,1,1
273,34,Male,Sokode,Higher,13.45,18.77,70.05,2.01,6,9.6,No,1,5,0,0,2
274,31,Male,Tsevie,Secondary,10.17,10.11,85.2,11.66,0,9.5,No,1,6,2,0,1
275,18,Female,Atakpame,Higher,14.41,0.0,87.81,1.49,3,6.4,No,0,0,0,0,2
276,26,Male,Kara,Primary,12.48,19.78,96.78,37.4,3,9.5,No,1,2,1,0,1
277,18,Female,Tsevie,Primary,13.21,16.26,82.79,14.21,5,8.1,No,0,6,1,0,0
278,33,Male,Kara,Higher,12.19,0.0,93.56,4.99,3,4.3,No,1,2,0,0,2
279,24,Male,Dapaong,Secondary,15.98,8.01,45.7,9.0,2,9.1,No,1,1,2,0,1
280,17,Female,Sokode,Secondary,13.04,0.0,47.57,0.08,6,4.2,No,0,5,2,0,3
281,25,Female,Lome,Primary,9.88,22.32,49.5,18.61,3,9.5,No,0,3,1,0,0
282,27,Male,Sokode,Higher,12.3,28.88,48.69,3.16,1,5.6,No,1,5,0,0,2
283,32,Female,Tsevie,Secondary,10.89,23.49,45.25,0.75,2,7.6,Yes,0,6,2,1,0
284,23,Female,Tsevie,Secondary,12.49,24.89,47.35,14.19,3,6.7,No,0,6,2,0,0
285,26,Male,Sokode,,10.74,9.82,99.75,4.0,4,7.6,No,1,5,3,0,1
286,19,Female,Sokode,Secondary,9.97,20.47,56.33,8.38,2,2.6,Yes,0,5,2,1,3
287,34,Male,Dapaong,Higher,12.6,14.91,68.68,18.58,3,9.0,No,1,1,0,0,2
288,29,Male,Notse,Higher,12.17,16.85,89.3,14.96,1,8.4,No,1,4,0,0,2
289,23,Female,Kara,,15.19,24.57,47.1,4.11,3,6.7,No,0,2,3,0,3
290,20,Male,Lome,Primary,10.76,26.75,59.04,20.3,1,2.9,Yes,1,3,1,1,1
291,29,Female,Notse,Secondary,6.06,11.1,49.56,4.92,0,6.2,No,0,4,2,0,3
292,17,Male,Sokode,Primary,10.91,0.92,43.75,6.93,2,4.9,No,1,5,1,0,2
293,24,Female,Lome,Secondary,7.12,13.13,97.65,9.48,2,1.2,Yes,0,3,2,1,3
294,30,Female,Sokode,Primary,13.25,12.81,91.5,0.74,2,9.3,No,0,5,1,0,0
295,32,Female,Kara,Primary,6.98,17.85,92.76,9.09,7,7.9,Yes,0,2,1,1,0
296,30,Female,Lome,Secondary,9.03,23.33,92.12,8.61,2,9.1,No,0,3,2,0,0
297,28,Female,Notse,Secondary,10.91,0.0,49.27,20.67,0,6.4,No,0,4,2,0,3
298,31,Male,Atakpame,Secondary,16.63,8.29,87.1,4.36,4,4.0,Yes,1,0,2,1,1
299,18,Male,Kara,Higher,8.78,5.36,83.67,2.77,4,5.0,Yes,1,2,0,1,2
300,18,Female,Notse,Primary,12.04,27.51,95.52,6.47,2,8.5,No,0,4,1,0,0
301,33,Male,Lome,Secondary,13.74,12.92,53.16,11.63,4,2.8,Yes,1,3,2,1,1
302,26,Female,Sokode,Primary,16.45,9.87,64.84,8.25,3,2.4,No,0,5,1,0,3
303,22,Female,Notse,Secondary,14.33,20.38,57.7,1.49,4,1.9,Yes,0,4,2,1,3
304,31,Male,Sokode,,15.28,9.07,55.48,4.28,3,1.9,No,1,5,3,0,1
305,27,Male,Kara,Primary,14.59,14.85,79.14,0.66,2,5.4,No,1,2,1,0,2
306,21,Female,Kara,Primary,8.37,33.14,49.84,13.44,5,7.6,No,0,2,1,0,0
307,17,Female,Notse,Primary,13.08,32.86,67.89,21.45,3,9.0,Yes,0,4,1,1,0
308,24,Female,Sokode,Higher,14.55,10.93,78.8,0.47,6,6.1,No,0,5,0,0,0
309,28,Female,Lome,Secondary,9.13,13.18,47.82,7.45,1,5.5,Yes,0,3,2,1,3
310,28,Female,Notse,Higher,10.26,8.81,55.42,8.35,4,4.5,No,0,4,0,0,2
311,21,Female,Atakpame,Secondary,9.59,0.0,98.04,5.78,1,3.7,Yes,0,0,2,1,3
312,23,Male,Dapaong,Primary,14.32,25.36,87.73,6.99,3,1.3,Yes,1,1,1,1,2
313,20,Female,Kara,Primary,11.79,39.21,80.62,12.39,3,7.6,Yes,0,2,1,1,0
314,22,Female,Sokode,Primary,11.04,10.57,91.36,6.61,2,1.6,No,0,5,1,0,3
315,29,Male,Lome,Primary,8.15,6.83,40.84,25.21,4,7.8,No,1,3,1,0,2
316,31,Female,Kara,Secondary,11.8,12.27,40.36,7.78,4,7.4,No,0,2,2,0,3
317,19,Female,Lome,Secondary,10.3,15.85,49.24,0.75,3,9.9,No,0,3,2,0,3
318,24,Male,Kara,Primary,12.73,3.64,69.72,30.65,2,1.2,Yes,1,2,1,1,2
319,32,Female,Sokode,Primary,8.57,10.42,74.2,1.59,5,3.2,No,0,5,1,0,3
320,29,Male,Lome,,12.53,25.15,46.82,15.35,3,1.7,No,1,3,3,0,1
321,34,Female,Sokode,Primary,10.68,16.27,44.34,7.48,4,9.4,No,0,5,1,0,0
322,26,Male,Lome,Primary,8.25,27.7,89.7,13.51,3,5.6,No,1,3,1,0,1
323,33,Male,Kara,Secondary,8.02,18.65,67.87,7.2,3,9.6,Yes,1,2,2,1,1
324,21,Male,Dapaong,Primary,8.47,4.11,99.55,0.61,4,2.4,Yes,1,1,1,1,2
325,25,Female,Dapaong,Secondary,11.38,9.24,53.76,4.7,2,4.0,Yes,0,1,2,1,3
326,28,Female,Notse,Primary,12.36,17.48,78.83,9.69,2,6.8,No,0,4,1,0,0
327,17,Male,Atakpame,,12.81,3.77,88.26,9.91,0,3.5,Yes,1,0,3,1,1
328,17,Male,Atakpame,Higher,12.92,2.48,92.36,36.14,2,9.3,No,1,0,0,0,2
329,31,Female,Notse,Secondary,9.72,3.08,58.38,9.32,2,4.9,No,0,4,2,0,3
330,18,Female,Notse,Primary,15.18,20.16,51.6,3.37,5,6.5,Yes,0,4,1,1,0
331,32,Female,Tsevie,Higher,10.67,11.34,53.57,0.44,4,4.2,Yes,0,6,0,1,0
332,24,Female,Sokode,,13.35,26.82,80.0,15.53,6,2.9,Yes,0,5,3,1,3
333,29,Female,Lome,Primary,11.51,6.04,71.34,22.01,3,8.2,Yes,0,3,1,1,3
334,17,Male,Atakpame,Secondary,13.13,0.0,75.94,9.51,5,8.1,No,1,0,2,0,1
335,32,Female,Kara,Secondary,11.36,13.69,41.23,6.59,2,8.3,No,0,2,2,0,3
336,23,Male,Notse,Primary,13.18,31.48,63.46,19.73,5,4.0,Yes,1,4,1,1,1
337,21,Female,Dapaong,,11.98,15.35,58.61,2.75,1,8.7,No,0,1,3,0,3
338,19,Male,Lome,Higher,14.44,1.28,91.83,5.09,5,3.9,No,1,3,0,0,2
339,28,Male,Tsevie,Primary,9.54,0.0,86.58,7.09,3,4.3,Yes,1,6,1,1,2
340,32,Female,Dapaong,Primary,6.69,26.98,65.77,0.51,3,3.7,No,0,1,1,0,0
341,21,Male,Notse,Secondary,9.08,6.93,77.83,11.67,5,4.9,No,1,4,2,0,1
342,30,Male,Lome,Higher,15.21,30.42,42.86,2.09,2,1.2,No,1,3,0,0,2
343,21,Male,Notse,,11.54,21.54,78.24,4.05,2,3.3,Yes,1,4,3,1,1
344,31,Male,Atakpame,Secondary,12.28,7.3,45.83,5.35,2,3.3,Yes,1,0,2,1,1
345,33,Female,Atakpame,Secondary,8.84,26.67,82.84,10.18,7,8.7,Yes,0,0,2,1,0
346,30,Male,Sokode,Secondary,12.2,5.76,74.43,0.68,3,7.2,No,1,5,2,0,1
347,21,Female,Tsevie,Secondary,8.93,0.53,58.03,4.17,2,3.4,Yes,0,6,2,1,3
348,28,Male,Lome,Higher,9.37,6.33,62.25,3.21,7,4.3,No,1,3,0,0,2
349,32,Female,Tsevie,Primary,10.79,22.69,45.41,0.02,1,9.7,No,0,6,1,0,0
350,32,Female,Kara,Primary,13.34,26.38,59.37,11.77,5,6.4,No,0,2,1,0,0
351,23,Female,Tsevie,Higher,13.66,11.04,98.01,2.69,4,7.3,No,0,6,0,0,0
352,20,Male,Notse,Secondary,13.74,0.0,69.17,1.82,2,9.7,No,1,4,2,0,1
353,17,Female,Notse,Secondary,7.24,0.0,68.45,15.99,2,6.9,Yes,0,4,2,1,3
354,21,Female,Atakpame,Secondary,11.98,4.32,77.75,0.4,3,4.6,Yes,0,0,2,1,3
355,26,Male,Sokode,Secondary,11.41,2.06,69.07,23.05,0,4.4,No,1,5,2,0,1
356,21,Female,Notse,Secondary,7.4,17.65,61.33,11.61,2,2.0,No,0,4,2,0,3
357,20,Male,Atakpame,Higher,12.05,34.38,48.37,1.88,1,1.9,Yes,1,0,0,1,2
358,18,Male,Dapaong,Secondary,11.25,22.96,77.82,4.31,4,4.4,Yes,1,1,2,1,1
359,26,Female,Atakpame,Primary,13.53,3.72,84.94,29.95,2,4.8,No,0,0,1,0,3
360,17,Male,Lome,Secondary,12.24,8.06,95.39,9.65,5,6.9,No,1,3,2,0,1
361,21,Male,Sokode,Secondary,10.35,10.01,40.18,9.38,2,5.1,No,1,5,2,0,1
362,29,Male,Notse,Secondary,14.78,18.89,44.0,10.59,5,7.5,No,1,4,2,0,1
363,20,Female,Lome,Secondary,5.34,30.71,93.96,6.21,2,1.9,Yes,0,3,2,1,3
364,32,Male,Kara,Primary,11.81,10.33,77.87,1.83,3,3.8,Yes,1,2,1,1,2
365,32,Male,Kara,Secondary,6.71,30.39,97.47,1.64,2,9.1,No,1,2,2,0,1
366,18,Male,Atakpame,Secondary,9.26,36.04,65.85,11.63,1,1.4,No,1,0,2,0,1
367,33,Female,Sokode,Secondary,13.57,11.5,65.0,21.54,3,6.9,No,0,5,2,0,3
368,28,Male,Tsevie,Secondary,8.18,11.24,60.66,3.57,2,6.0,No,1,6,2,0,1
369,34,Female,Sokode,Primary,7.73,11.39,48.57,7.0,2,1.5,No,0,5,1,0,3
370,19,Male,Sokode,Secondary,19.15,15.62,62.72,48.58,1,2.2,Yes,1,5,2,1,1
371,17,Female,Sokode,Secondary,7.92,11.42,40.88,2.97,2,3.6,No,0,5,2,0,3
372,17,Female,Atakpame,Secondary,16.95,23.84,70.56,4.95,4,1.9,Yes,0,0,2,1,3
373,27,Female,Lome,Secondary,11.48,0.0,90.83,4.52,4,4.3,No,0,3,2,0,3
374,21,Male,Atakpame,Secondary,10.43,9.65,59.27,0.33,1,7.0,No,1,0,2,0,1
375,28,Male,Tsevie,Primary,13.7,18.29,45.68,7.12,2,7.6,No,1,6,1,0,1
376,19,Male,Lome,Secondary,16.01,23.7,98.43,2.34,3,4.3,Yes,1,3,2,1,1
377,17,Female,Tsevie,,8.56,36.95,47.74,1.38,1,8.9,Yes,0,6,3,1,3
378,17,Male,Dapaong,Secondary,10.47,2.11,71.72,12.39,1,8.9,No,1,1,2,0,1
379,24,Male,Dapaong,Primary,14.54,8.48,88.55,14.51,4,2.3,No,1,1,1,0,2
380,26,Female,Notse,,12.86,0.0,55.14,21.97,2,7.1,No,0,4,3,0,3
381,27,Male,Notse,Secondary,15.31,3.9,90.49,27.2,6,3.4,Yes,1,4,2,1,1
382,28,Male,Lome,Secondary,13.55,0.0,73.42,20.33,1,6.3,No,1,3,2,0,1
383,29,Female,Atakpame,Secondary,17.42,9.79,59.92,1.31,3,4.4,No,0,0,2,0,3
384,28,Female,Tsevie,Secondary,12.54,12.72,91.94,2.53,1,6.1,No,0,6,2,0,3
385,30,Male,Tsevie,Secondary,12.67,19.69,77.32,1.31,1,6.7,Yes,1,6,2,1,1
386,18,Female,Notse,Secondary,12.97,12.01,76.92,4.36,3,2.4,No,0,4,2,0,3
387,34,Male,Notse,Secondary,11.57,19.7,70.24,1.32,4,5.5,No,1,4,2,0,1
388,19,Male,Kara,Secondary,14.54,16.14,56.48,10.59,3,2.5,Yes,1,2,2,1,1
389,33,Male,Tsevie,Secondary,12.71,4.67,58.29,12.61,1,2.6,Yes,1,6,2,1,1
390,24,Male,Atakpame,Secondary,14.36,0.0,45.28,1.74,6,7.7,No,1,0,2,0,1
391,26,Male,Kara,Higher,14.83,20.84,54.62,9.72,4,9.2,No,1,2,0,0,2
392,18,Female,Atakpame,Primary,13.29,31.47,56.67,0.23,2,5.0,No,0,0,1,0,0
393,25,Female,Sokode,Higher,13.51,40.35,43.52,5.7,4,7.8,Yes,0,5,0,1,0
394,23,Male,Tsevie,,8.97,24.35,46.62,3.36,0,6.2,Yes,1,6,3,1,1
395,20,Female,Sokode,Primary,10.35,29.58,56.22,64.99,2,8.9,No,0,5,1,0,0
396,34,Female,Dapaong,Primary,14.53,19.61,80.64,25.61,2,9.4,No,0,1,1,0,0
397,29,Male,Dapaong,Secondary,16.27,18.02,51.05,1.6,3,8.5,No,1,1,2,0,1
398,27,Female,Lome,Primary,6.18,16.11,71.31,24.93,3,9.3,No,0,3,1,0,0
399,20,Female,Tsevie,Higher,10.3,13.94,70.47,5.43,6,3.2,No,0,6,0,0,2
400,20,Male,Notse,Higher,12.07,21.07,90.04,8.6,3,3.6,Yes,1,4,0,1,2
401,26,Male,Kara,Secondary,9.36,9.79,76.55,7.63,6,6.3,No,1,2,2,0,1
402,21,Male,Sokode,Secondary,9.53,13.53,95.02,12.95,6,8.2,Yes,1,5,2,1,1
403,25,Male,Atakpame,Higher,13.42,3.22,77.69,4.08,3,1.8,Yes,1,0,0,1,2
404,19,Male,Tsevie,Higher,16.74,19.75,41.53,0.72,2,3.9,No,1,6,0,0,2
405,33,Male,Lome,Secondary,5.9,5.41,62.89,5.41,3,3.9,No,1,3,2,0,1
406,19,Male,Atakpame,Secondary,11.49,15.34,81.94,7.86,1,8.8,No,1,0,2,0,1
407,32,Female,Sokode,Secondary,13.39,20.0,68.51,8.09,1,7.7,No,0,5,2,0,0
408,20,Male,Tsevie,Secondary,14.34,20.86,65.16,15.73,4,6.9,No,1,6,2,0,1
409,34,Female,Notse,Primary,12.96,22.72,80.29,0.45,7,2.7,No,0,4,1,0,0
410,33,Female,Sokode,Secondary,17.28,12.87,57.14,44.31,1,5.7,No,0,5,2,0,0
411,23,Male,Tsevie,,12.09,19.86,94.54,46.63,2,1.1,Yes,1,6,3,1,1
412,21,Female,Tsevie,Primary,15.94,10.13,64.79,1.04,3,2.9,Yes,0,6,1,1,3
413,28,Female,Sokode,Secondary,10.06,0.0,77.87,4.22,4,8.2,No,0,5,2,0,3
414,33,Female,Sokode,Higher,12.17,20.3,98.94,8.92,7,6.9,No,0,5,0,0,0
415,29,Male,Atakpame,Higher,8.36,17.98,87.13,4.67,5,5.9,No,1,0,0,0,2
416,19,Female,Lome,Secondary,14.7,25.13,71.9,6.69,3,8.6,No,0,3,2,0,0
417,25,Female,Sokode,Secondary,11.64,14.75,91.56,3.94,2,5.0,Yes,0,5,2,1,3
418,33,Male,Dapaong,Primary,13.07,0.0,73.63,12.45,4,3.5,Yes,1,1,1,1,2
419,33,Female,Lome,Secondary,11.06,14.08,66.5,4.53,4,8.5,No,0,3,2,0,3
420,32,Female,Dapaong,,13.76,23.87,92.41,5.62,3,3.7,Yes,0,1,3,1,3
421,29,Female,Atakpame,Primary,13.19,19.76,41.63,8.58,1,8.7,No,0,0,1,0,0
422,33,Female,Sokode,Secondary,9.02,13.53,64.45,34.8,4,7.0,Yes,0,5,2,1,0
423,20,Female,Lome,Primary,9.19,0.0,60.58,10.27,3,6.7,Yes,0,3,1,1,3
424,28,Male,Notse,,11.92,4.74,82.85,1.02,2,1.7,Yes,1,4,3,1,1
425,25,Female,Sokode,Higher,13.98,19.77,40.76,3.84,2,5.3,No,0,5,0,0,0
426,28,Male,Tsevie,Primary,17.59,0.0,79.65,5.44,4,4.4,No,1,6,1,0,2
427,25,Female,Sokode,,12.91,11.82,60.78,13.48,4,9.3,No,0,5,3,0,3
428,23,Male,Notse,,15.02,15.38,45.87,5.92,4,1.1,Yes,1,4,3,1,1
429,30,Male,Lome,Primary,7.16,26.5,98.82,10.76,1,6.4,Yes,1,3,1,1,1
430,31,Male,Sokode,Primary,18.04,21.14,52.73,18.29,0,4.7,No,1,5,1,0,1
431,32,Female,Sokode,Secondary,13.82,24.63,60.95,1.1,0,8.2,No,0,5,2,0,0
432,21,Female,Kara,Primary,11.85,18.02,52.42,14.51,4,8.5,Yes,0,2,1,1,0
433,19,Female,Kara,Higher,11.51,6.55,79.72,13.69,3,5.2,No,0,2,0,0,2
434,28,Female,Lome,Primary,8.68,8.86,86.95,17.13,2,2.4,Yes,0,3,1,1,3
435,20,Female,Lome,Secondary,9.54,5.67,91.64,31.25,2,2.8,Yes,0,3,2,1,3
436,32,Male,Tsevie,Secondary,17.73,20.91,58.66,3.7,1,7.5,No,1,6,2,0,1
437,23,Male,Tsevie,Secondary,9.03,8.06,71.47,5.6,2,8.4,Yes,1,6,2,1,1
438,29,Male,Sokode,Secondary,8.98,11.06,79.8,3.05,2,4.3,No,1,5,2,0,1
439,26,Female,Dapaong,Higher,9.89,15.22,77.77,3.96,0,4.3,No,0,1,0,0,2
440,23,Female,Lome,Primary,8.41,31.41,82.96,4.0,3,2.5,Yes,0,3,1,1,0
441,30,Male,Notse,Secondary,12.05,21.57,86.18,20.38,5,6.9,No,1,4,2,0,1
442,21,Female,Sokode,Higher,15.27,7.27,45.85,0.65,1,2.1,No,0,5,0,0,2
443,19,Female,Dapaong,,10.17,16.52,50.1,2.27,3,7.3,No,0,1,3,0,3
444,27,Male,Kara,,7.88,31.51,84.06,9.43,2,6.4,No,1,2,3,0,1
445,27,Male,Tsevie,Primary,12.88,21.15,68.6,14.49,6,8.3,No,1,6,1,0,1
446,34,Female,Notse,Secondary,11.83,0.0,65.62,11.95,2,6.4,No,0,4,2,0,3
447,31,Female,Lome,Primary,15.01,5.85,67.33,0.48,5,2.9,No,0,3,1,0,3
448,28,Male,Sokode,Primary,10.64,5.08,62.32,6.05,2,6.2,No,1,5,1,0,2
449,25,Female,Kara,Secondary,11.22,29.41,75.46,2.04,3,9.1,No,0,2,2,0,0
450,26,Male,Atakpame,Secondary,11.55,27.56,59.4,44.35,2,8.1,No,1,0,2,0,1
451,28,Male,Kara,Primary,12.27,8.75,78.21,68.05,1,2.5,Yes,1,2,1,1,1
452,33,Male,Sokode,Primary,10.82,8.53,52.16,0.52,5,1.8,Yes,1,5,1,1,2
453,22,Female,Tsevie,Secondary,10.34,15.45,85.46,11.02,5,9.6,No,0,6,2,0,3
454,23,Male,Dapaong,Higher,6.45,15.75,86.9,16.77,4,7.7,No,1,1,0,0,2
455,30,Male,Notse,Secondary,10.3,5.38,74.71,3.93,2,8.4,No,1,4,2,0,1
456,29,Female,Notse,Secondary,14.15,12.51,62.16,11.83,2,9.1,No,0,4,2,0,3
457,24,Male,Atakpame,Primary,14.55,0.46,40.86,2.08,4,5.2,No,1,0,1,0,2
458,26,Female,Notse,Primary,10.59,27.72,47.29,1.37,2,8.9,No,0,4,1,0,0
459,25,Female,Atakpame,Secondary,15.9,0.0,44.78,25.94,2,2.2,No,0,0,2,0,3
460,34,Female,Tsevie,Higher,11.91,0.0,40.61,10.29,2,4.1,No,0,6,0,0,2
461,18,Male,Atakpame,Secondary,7.99,19.35,83.33,16.98,3,4.1,Yes,1,0,2,1,1
462,21,Male,Lome,Higher,7.04,2.63,97.36,7.61,2,1.3,Yes,1,3,0,1,2
463,21,Female,Sokode,Higher,15.65,9.99,40.67,1.68,2,2.7,Yes,0,5,0,1,2
464,22,Female,Notse,,10.88,15.63,46.76,4.73,4,7.6,No,0,4,3,0,3
465,24,Female,Atakpame,,8.36,21.75,91.64,21.34,1,5.2,Yes,0,0,3,1,3
466,32,Male,Kara,Primary,5.22,12.79,81.31,0.16,2,6.4,Yes,1,2,1,1,2
467,29,Female,Dapaong,Primary,10.81,32.79,64.28,2.32,3,6.5,Yes,0,1,1,1,0
468,17,Female,Sokode,Primary,13.21,15.0,99.57,2.92,3,2.9,No,0,5,1,0,3
469,33,Female,Tsevie,Higher,9.91,26.91,74.42,3.05,3,9.3,Yes,0,6,0,1,0
470,23,Male,Notse,,8.84,17.79,80.18,1.04,4,2.3,Yes,1,4,3,1,1
471,29,Female,Kara,Primary,10.35,36.31,79.19,18.85,2,1.0,Yes,0,2,1,1,0
472,20,Male,Lome,Primary,15.73,25.58,53.36,1.74,6,3.4,Yes,1,3,1,1,2
473,20,Male,Atakpame,Higher,7.82,15.43,69.29,17.7,2,5.6,Yes,1,0,0,1,2
474,22,Female,Kara,Secondary,10.07,21.29,52.98,4.39,5,2.5,No,0,2,2,0,3
475,28,Female,Sokode,Higher,15.63,12.39,70.57,6.11,3,8.0,No,0,5,0,0,0
476,23,Female,Notse,Higher,13.48,12.29,41.85,6.21,2,2.9,Yes,0,4,0,1,2
477,26,Male,Kara,Secondary,12.54,1.97,62.92,12.49,3,9.6,No,1,2,2,0,1
478,23,Male,Lome,Primary,10.05,6.92,62.33,13.14,3,7.4,No,1,3,1,0,2
479,19,Male,Dapaong,Primary,12.09,35.61,57.5,10.24,5,8.7,Yes,1,1,1,1,0
480,29,Female,Atakpame,Primary,10.39,2.96,44.75,14.86,2,5.9,No,0,0,1,0,3
481,29,Male,Sokode,Secondary,9.42,8.45,86.26,0.08,2,6.0,Yes,1,5,2,1,1
482,34,Female,Notse,,8.76,14.06,65.23,7.03,3,9.8,Yes,0,4,3,1,3
483,24,Female,Atakpame,,14.35,14.4,88.84,7.42,4,2.1,No,0,0,3,0,3
484,25,Female,Atakpame,Secondary,11.82,18.84,90.14,2.74,3,6.2,No,0,0,2,0,3
485,23,Male,Tsevie,Secondary,12.94,10.31,52.82,8.13,1,1.6,Yes,1,6,2,1,1
486,17,Male,Atakpame,Secondary,12.46,19.45,65.28,6.3,3,9.9,No,1,0,2,0,1
487,19,Male,Kara,Primary,13.32,26.42,83.26,6.39,4,6.7,No,1,2,1,0,1
488,29,Female,Kara,Higher,11.24,27.67,69.97,1.26,1,1.7,No,0,2,0,0,0
489,33,Male,Dapaong,Secondary,10.56,12.32,91.3,5.71,5,3.6,No,1,1,2,0,1
490,17,Male,Lome,Primary,9.55,21.11,74.29,14.54,3,9.0,Yes,1,3,1,1,1
491,22,Female,Notse,Secondary,7.76,3.54,77.77,5.28,2,1.7,No,0,4,2,0,3
492,22,Female,Notse,Higher,8.63,7.78,87.22,6.68,1,3.5,Yes,0,4,0,1,2
493,28,Male,Sokode,,10.9,3.26,47.33,34.27,4,5.5,No,1,5,3,0,1
494,29,Female,Kara,Primary,7.19,14.54,75.05,20.54,3,9.8,Yes,0,2,1,1,0
495,29,Male,Atakpame,Secondary,7.85,6.41,45.13,26.41,3,2.9,Yes,1,0,2,1,1
496,31,Female,Lome,Primary,15.13,0.0,55.63,0.81,2,8.1,No,0,3,1,0,3
497,32,Female,Sokode,Higher,12.67,11.14,52.75,9.64,4,4.1,Yes,0,5,0,1,0
498,27,Male,Notse,Primary,10.64,0.0,74.02,2.53,5,1.1,Yes,1,4,1,1,2
499,21,Female,Sokode,Secondary,18.81,28.27,90.63,5.18,0,8.0,No,0,5,2,0,0
500,20,Female,Sokode,Secondary,7.06,9.42,47.97,11.39,4,5.4,Yes,0,5,2,1,3
501,19,Female,Notse,Secondary,14.93,24.85,86.1,8.65,3,5.3,No,0,4,2,0,0
502,34,Male,Sokode,Primary,11.67,10.08,48.58,7.05,7,7.1,No,1,5,1,0,2
503,31,Female,Dapaong,Primary,14.36,3.05,51.38,16.84,7,6.9,No,0,1,1,0,0
504,25,Female,Sokode,,12.33,26.76,95.02,11.48,4,6.9,No,0,5,3,0,3
505,33,Male,Lome,Primary,6.38,15.89,40.58,17.21,4,3.9,Yes,1,3,1,1,1
506,30,Male,Kara,Primary,12.29,33.87,51.83,26.87,1,6.2,Yes,1,2,1,1,1
507,31,Female,Lome,Higher,13.01,10.33,52.93,12.45,4,8.9,No,0,3,0,0,0
508,17,Female,Atakpame,Primary,5.42,10.55,56.91,5.03,7,9.0,No,0,0,1,0,3
509,19,Female,Tsevie,Secondary,17.83,25.05,61.8,2.39,6,4.6,Yes,0,6,2,1,0
510,32,Male,Dapaong,Secondary,12.93,25.12,46.19,3.16,5,3.1,No,1,1,2,0,1
511,27,Female,Dapaong,Secondary,14.02,16.53,68.11,5.05,4,1.7,Yes,0,1,2,1,3
512,28,Male,Atakpame,Higher,8.5,48.35,63.96,13.47,5,8.7,Yes,1,0,0,1,0
513,26,Male,Notse,Primary,14.07,12.19,77.5,0.41,5,2.5,No,1,4,1,0,2
514,32,Female,Lome,Higher,15.27,2.31,92.05,16.84,2,3.9,Yes,0,3,0,1,2
515,24,Female,Lome,Secondary,12.76,4.97,57.86,14.19,5,8.3,No,0,3,2,0,3
516,22,Male,Atakpame,Higher,11.97,12.25,72.79,6.92,4,8.1,No,1,0,0,0,2
517,28,Female,Notse,Secondary,9.32,30.19,62.28,5.1,4,4.9,No,0,4,2,0,0
518,24,Female,Tsevie,Secondary,11.35,13.14,42.42,1.2,2,7.2,No,0,6,2,0,3
519,20,Male,Sokode,Primary,10.46,30.66,89.26,3.42,7,3.1,Yes,1,5,1,1,1
520,24,Female,Notse,,13.72,19.34,78.05,1.16,3,9.4,No,0,4,3,0,3
521,34,Male,Sokode,Secondary,9.45,25.83,40.13,17.09,3,9.6,No,1,5,2,0,1
522,21,Female,Kara,Higher,13.69,18.87,54.97,7.12,3,9.5,No,0,2,0,0,0
523,25,Male,Lome,Secondary,9.48,18.79,58.54,2.83,4,6.6,Yes,1,3,2,1,1
524,20,Male,Lome,Primary,11.21,22.53,88.69,0.18,3,1.6,Yes,1,3,1,1,2
525,33,Female,Atakpame,Higher,13.85,9.33,85.64,7.42,6,6.5,No,0,0,0,0,0
526,25,Male,Atakpame,Secondary,9.89,9.44,63.77,13.95,2,4.8,Yes,1,0,2,1,1
527,17,Male,Sokode,Primary,13.95,18.5,49.44,14.55,1,4.6,No,1,5,1,0,2
528,29,Female,Notse,,13.66,34.41,63.16,2.41,1,1.3,Yes,0,4,3,1,3
529,32,Female,Lome,Primary,11.19,0.0,88.61,53.11,3,8.9,No,0,3,1,0,0
530,29,Female,Lome,Higher,15.49,0.0,67.14,8.41,3,8.7,Yes,0,3,0,1,2
531,30,Male,Dapaong,Higher,12.23,12.36,46.95,4.03,3,3.9,Yes,1,1,0,1,2
532,19,Male,Kara,Primary,15.31,25.31,42.31,4.99,2,9.8,No,1,2,1,0,1
533,22,Male,Kara,Primary,17.38,15.51,60.0,1.33,3,2.2,No,1,2,1,0,2
534,34,Female,Sokode,Secondary,11.28,3.31,48.9,6.8,3,8.5,No,0,5,2,0,3
535,21,Male,Tsevie,Higher,13.93,15.79,84.7,14.0,2,6.6,No,1,6,0,0,2
536,31,Male,Notse,Secondary,10.09,0.0,56.73,5.27,4,5.4,No,1,4,2,0,1
537,18,Female,Lome,Secondary,8.9,21.29,92.65,20.16,4,9.7,Yes,0,3,2,1,0
538,26,Male,Dapaong,Primary,11.41,11.91,77.04,6.48,3,6.2,No,1,1,1,0,2
539,34,Female,Notse,Secondary,7.91,14.18,63.62,23.09,2,8.5,No,0,4,2,0,3
540,29,Female,Lome,Primary,9.19,19.27,76.6,12.15,4,3.1,No,0,3,1,0,0
541,21,Female,Atakpame,Higher,13.77,17.06,57.71,0.57,4,1.3,No,0,0,0,0,2
542,17,Male,Notse,Primary,10.46,9.59,48.48,0.69,3,2.9,No,1,4,1,0,2
543,17,Male,Sokode,Higher,14.13,25.34,97.85,16.1,2,9.9,No,1,5,0,0,2
