student_id,age,gender,region,parent_education,average_grade,absenteeism_rate,assignments_submitted,moodle_hours,forum_posts,satisfaction_score,dropout
338,19,Male,Lome,Higher,14.44,1.28,91.83,5.09,5,3.9,No
339,28,Male,Tsevie,Primary,9.54,0.0,86.58,7.09,3,4.3,Yes
340,32,Female,Dapaong,Primary,6.69,26.98,65.77,0.51,3,3.7,No
341,21,Male,Notse,Secondary,9.08,6.93,77.83,11.67,5,4.9,No
342,30,Male,Lome,Higher,15.21,30.42,42.86,2.09,2,1.2,No
343,21,Male,Notse,None,11.54,21.54,78.24,4.05,2,3.3,Yes
344,31,Male,Atakpame,Secondary,12.28,7.3,45.83,5.35,2,3.3,Yes
345,33,Female,Atakpame,Secondary,8.84,26.67,82.84,10.18,7,8.7,Yes
346,30,Male,Sokode,Secondary,12.2,5.76,74.43,0.68,3,7.2,No
347,21,Female,Tsevie,Secondary,8.93,0.53,58.03,4.17,2,3.4,Yes
348,28,Male,Lome,Higher,9.37,6.33,62.25,3.21,7,4.3,No
349,32,Female,Tsevie,Primary,10.79,22.69,45.41,0.02,1,9.7,No
350,32,Female,Kara,Primary,13.34,26.38,59.37,11.77,5,6.4,No
351,23,Female,Tsevie,Higher,13.66,11.04,98.01,2.69,4,7.3,No
352,20,Male,Notse,Secondary,13.74,0.0,69.17,1.82,2,9.7,No
353,17,Female,Notse,Secondary,7.24,0.0,68.45,15.99,2,6.9,Yes
354,21,Female,Atakpame,Secondary,11.98,4.32,77.75,0.4,3,4.6,Yes
355,26,Male,Sokode,Secondary,11.41,2.06,69.07,23.05,0,4.4,No
356,21,Female,Notse,Secondary,7.4,17.65,61.33,11.61,2,2.0,No
357,20,Male,Atakpame,Higher,12.05,34.38,48.37,1.88,1,1.9,Yes
358,18,Male,Dapaong,Secondary,11.25,22.96,77.82,4.31,4,4.4,Yes
359,26,Female,Atakpame,Primary,13.53,3.72,84.94,29.95,2,4.8,No
360,17,Male,Lome,Secondary,12.24,8.06,95.39,9.65,5,6.9,No
361,21,Male,Sokode,Secondary,10.35,10.01,40.18,9.38,2,5.1,No
362,29,Male,Notse,Secondary,14.78,18.89,44.0,10.59,5,7.5,No
363,20,Female,Lome,Secondary,5.34,30.71,93.96,6.21,2,1.9,Yes
364,32,Male,Kara,Primary,11.81,10.33,77.87,1.83,3,3.8,Yes
365,32,Male,Kara,Secondary,6.71,30.39,97.47,1.64,2,9.1,No
366,18,Male,Atakpame,Secondary,9.26,36.04,65.85,11.63,1,1.4,No
367,33,Female,Sokode,Secondary,13.57,11.5,65.0,21.54,3,6.9,No
368,28,Male,Tsevie,Secondary,8.18,11.24,60.66,3.57,2,6.0,No
369,34,Female,Sokode,Primary,7.73,11.39,48.57,7.0,2,1.5,No
370,19,Male,Sokode,Secondary,19.15,15.62,62.72,48.58,1,2.2,Yes
371,17,Female,Sokode,Secondary,7.92,11.42,40.88,2.97,2,3.6,No
372,17,Female,Atakpame,Secondary,16.95,23.84,70.56,4.95,4,1.9,Yes
373,27,Female,Lome,Secondary,11.48,0.0,90.83,4.52,4,4.3,No
374,21,Male,Atakpame,Secondary,10.43,9.65,59.27,0.33,1,7.0,No
375,28,Male,Tsevie,Primary,13.7,18.29,45.68,7.12,2,7.6,No
376,19,Male,Lome,Secondary,16.01,23.7,98.43,2.34,3,4.3,Yes
377,17,Female,Tsevie,None,8.56,36.95,47.74,1.38,1,8.9,Yes
378,17,Male,Dapaong,Secondary,10.47,2.11,71.72,12.39,1,8.9,No
379,24,Male,Dapaong,Primary,14.54,8.48,88.55,14.51,4,2.3,No
380,26,Female,Notse,None,12.86,0.0,55.14,21.97,2,7.1,No
381,27,Male,Notse,Secondary,15.31,3.9,90.49,27.2,6,3.4,Yes
382,28,Male,Lome,Secondary,13.55,0.0,73.42,20.33,1,6.3,No
383,29,Female,Atakpame,Secondary,17.42,9.79,59.92,1.31,3,4.4,No
384,28,Female,Tsevie,Secondary,12.54,12.72,91.94,2.53,1,6.1,No
385,30,Male,Tsevie,Secondary,12.67,19.69,77.32,1.31,1,6.7,Yes
386,18,Female,Notse,Secondary,12.97,12.01,76.92,4.36,3,2.4,No
387,34,Male,Notse,Secondary,11.57,19.7,70.24,1.32,4,5.5,No
388,19,Male,Kara,Secondary,14.54,16.14,56.48,10.59,3,2.5,Yes
389,33,Male,Tsevie,Secondary,12.71,4.67,58.29,12.61,1,2.6,Yes
390,24,Male,Atakpame,Secondary,14.36,0.0,45.28,1.74,6,7.7,No
391,26,Male,Kara,Higher,14.83,20.84,54.62,9.72,4,9.2,No
392,18,Female,Atakpame,Primary,13.29,31.47,56.67,0.23,2,5.0,No
393,25,Female,Sokode,Higher,13.51,40.35,43.52,5.7,4,7.8,Yes
394,23,Male,Tsevie,None,8.97,24.35,46.62,3.36,0,6.2,Yes
395,20,Female,Sokode,Primary,10.35,29.58,56.22,64.99,2,8.9,No
396,34,Female,Dapaong,Primary,14.53,19.61,80.64,25.61,2,9.4,No
397,29,Male,Dapaong,Secondary,16.27,18.02,51.05,1.6,3,8.5,No
398,27,Female,Lome,Primary,6.18,16.11,71.31,24.93,3,9.3,No
399,20,Female,Tsevie,Higher,10.3,13.94,70.47,5.43,6,3.2,No
400,20,Male,Notse,Higher,12.07,21.07,90.04,8.6,3,3.6,Yes
401,26,Male,Kara,Secondary,9.36,9.79,76.55,7.63,6,6.3,No
402,21,Male,Sokode,Secondary,9.53,13.53,95.02,12.95,6,8.2,Yes
403,25,Male,Atakpame,Higher,13.42,3.22,77.69,4.08,3,1.8,Yes
404,19,Male,Tsevie,Higher,16.74,19.75,41.53,0.72,2,3.9,No
405,33,Male,Lome,Secondary,5.9,5.41,62.89,5.41,3,3.9,No
406,19,Male,Atakpame,Secondary,11.49,15.34,81.94,7.86,1,8.8,No
407,32,Female,Sokode,Secondary,13.39,20.0,68.51,8.09,1,7.7,No
408,20,Male,Tsevie,Secondary,14.34,20.86,65.16,15.73,4,6.9,No
409,34,Female,Notse,Primary,12.96,22.72,80.29,0.45,7,2.7,No
410,33,Female,Sokode,Secondary,17.28,12.87,57.14,44.31,1,5.7,No
411,23,Male,Tsevie,None,12.09,19.86,94.54,46.63,2,1.1,Yes
412,21,Female,Tsevie,Primary,15.94,10.13,64.79,1.04,3,2.9,Yes
413,28,Female,Sokode,Secondary,10.06,0.0,77.87,4.22,4,8.2,No
414,33,Female,Sokode,Higher,12.17,20.3,98.94,8.92,7,6.9,No
415,29,Male,Atakpame,Higher,8.36,17.98,87.13,4.67,5,5.9,No
416,19,Female,Lome,Secondary,14.7,25.13,71.9,6.69,3,8.6,No
417,25,Female,Sokode,Secondary,11.64,14.75,91.56,3.94,2,5.0,Yes
418,33,Male,Dapaong,Primary,13.07,0.0,73.63,12.45,4,3.5,Yes
419,33,Female,Lome,Secondary,11.06,14.08,66.5,4.53,4,8.5,No
420,32,Female,Dapaong,None,13.76,23.87,92.41,5.62,3,3.7,Yes
421,29,Female,Atakpame,Primary,13.19,19.76,41.63,8.58,1,8.7,No
422,33,Female,Sokode,Secondary,9.02,13.53,64.45,34.8,4,7.0,Yes
423,20,Female,Lome,Primary,9.19,0.0,60.58,10.27,3,6.7,Yes
424,28,Male,Notse,None,11.92,4.74,82.85,1.02,2,1.7,Yes
425,25,Female,Sokode,Higher,13.98,19.77,40.76,3.84,2,5.3,No
426,28,Male,Tsevie,Primary,17.59,0.0,79.65,5.44,4,4.4,No
427,25,Female,Sokode,None,12.91,11.82,60.78,13.48,4,9.3,No
428,23,Male,Notse,None,15.02,15.38,45.87,5.92,4,1.1,Yes
429,30,Male,Lome,Primary,7.16,26.5,98.82,10.76,1,6.4,Yes
430,31,Male,Sokode,Primary,18.04,21.14,52.73,18.29,0,4.7,No
431,32,Female,Sokode,Secondary,13.82,24.63,60.95,1.1,0,8.2,No
432,21,Female,Kara,Primary,11.85,18.02,52.42,14.51,4,8.5,Yes
433,19,Female,Kara,Higher,11.51,6.55,79.72,13.69,3,5.2,No
434,28,Female,Lome,Primary,8.68,8.86,86.95,17.13,2,2.4,Yes
435,20,Female,Lome,Secondary,9.54,5.67,91.64,31.25,2,2.8,Yes
436,32,Male,Tsevie,Secondary,17.73,20.91,58.66,3.7,1,7.5,No
437,23,Male,Tsevie,Secondary,9.03,8.06,71.47,5.6,2,8.4,Yes
438,29,Male,Sokode,Secondary,8.98,11.06,79.8,3.05,2,4.3,No
439,26,Female,Dapaong,Higher,9.89,15.22,77.77,3.96,0,4.3,No
440,23,Female,Lome,Primary,8.41,31.41,82.96,4.0,3,2.5,Yes
441,30,Male,Notse,Secondary,12.05,21.57,86.18,20.38,5,6.9,No
442,21,Female,Sokode,Higher,15.27,7.27,45.85,0.65,1,2.1,No
443,19,Female,Dapaong,None,10.17,16.52,50.1,2.27,3,7.3,No
444,27,Male,Kara,None,7.88,31.51,84.06,9.43,2,6.4,No
445,27,Male,Tsevie,Primary,12.88,21.15,68.6,14.49,6,8.3,No
446,34,Female,Notse,Secondary,11.83,0.0,65.62,11.95,2,6.4,No
447,31,Female,Lome,Primary,15.01,5.85,67.33,0.48,5,2.9,No
448,28,Male,Sokode,Primary,10.64,5.08,62.32,6.05,2,6.2,No
449,25,Female,Kara,Secondary,11.22,29.41,75.46,2.04,3,9.1,No
450,26,Male,Atakpame,Secondary,11.55,27.56,59.4,44.35,2,8.1,No
451,28,Male,Kara,Primary,12.27,8.75,78.21,68.05,1,2.5,Yes
452,33,Male,Sokode,Primary,10.82,8.53,52.16,0.52,5,1.8,Yes
453,22,Female,Tsevie,Secondary,10.34,15.45,85.46,11.02,5,9.6,No
454,23,Male,Dapaong,Higher,6.45,15.75,86.9,16.77,4,7.7,No
455,30,Male,Notse,Secondary,10.3,5.38,74.71,3.93,2,8.4,No
456,29,Female,Notse,Secondary,14.15,12.51,62.16,11.83,2,9.1,No
457,24,Male,Atakpame,Primary,14.55,0.46,40.86,2.08,4,5.2,No
458,26,Female,Notse,Primary,10.59,27.72,47.29,1.37,2,8.9,No
459,25,Female,Atakpame,Secondary,15.9,0.0,44.78,25.94,2,2.2,No
460,34,Female,Tsevie,Higher,11.91,0.0,40.61,10.29,2,4.1,No
461,18,Male,Atakpame,Secondary,7.99,19.35,83.33,16.98,3,4.1,Yes
462,21,Male,Lome,Higher,7.04,2.63,97.36,7.61,2,1.3,Yes
463,21,Female,Sokode,Higher,15.65,9.99,40.67,1.68,2,2.7,Yes
464,22,Female,Notse,None,10.88,15.63,46.76,4.73,4,7.6,No
465,24,Female,Atakpame,None,8.36,21.75,91.64,21.34,1,5.2,Yes
466,32,Male,Kara,Primary,5.22,12.79,81.31,0.16,2,6.4,Yes
467,29,Female,Dapaong,Primary,10.81,32.79,64.28,2.32,3,6.5,Yes
468,17,Female,Sokode,Primary,13.21,15.0,99.57,2.92,3,2.9,No
469,33,Female,Tsevie,Higher,9.91,26.91,74.42,3.05,3,9.3,Yes
470,23,Male,Notse,None,8.84,17.79,80.18,1.04,4,2.3,Yes
471,29,Female,Kara,Primary,10.35,36.31,79.19,18.85,2,1.0,Yes
472,20,Male,Lome,Primary,15.73,25.58,53.36,1.74,6,3.4,Yes
473,20,Male,Atakpame,Higher,7.82,15.43,69.29,17.7,2,5.6,Yes
474,22,Female,Kara,Secondary,10.07,21.29,52.98,4.39,5,2.5,No
475,28,Female,Sokode,Higher,15.63,12.39,70.57,6.11,3,8.0,No
476,23,Female,Notse,Higher,13.48,12.29,41.85,6.21,2,2.9,Yes
477,26,Male,Kara,Secondary,12.54,1.97,62.92,12.49,3,9.6,No
478,23,Male,Lome,Primary,10.05,6.92,62.33,13.14,3,7.4,No
479,19,Male,Dapaong,Primary,12.09,35.61,57.5,10.24,5,8.7,Yes
480,29,Female,Atakpame,Primary,10.39,2.96,44.75,14.86,2,5.9,No
481,29,Male,Sokode,Secondary,9.42,8.45,86.26,0.08,2,6.0,Yes
482,34,Female,Notse,None,8.76,14.06,65.23,7.03,3,9.8,Yes
483,24,Female,Atakpame,None,14.35,14.4,88.84,7.42,4,2.1,No
484,25,Female,Atakpame,Secondary,11.82,18.84,90.14,2.74,3,6.2,No
485,23,Male,Tsevie,Secondary,12.94,10.31,52.82,8.13,1,1.6,Yes
486,17,Male,Atakpame,Secondary,12.46,19.45,65.28,6.3,3,9.9,No
487,19,Male,Kara,Primary,13.32,26.42,83.26,6.39,4,6.7,No
488,29,Female,Kara,Higher,11.24,27.67,69.97,1.26,1,1.7,No
489,33,Male,Dapaong,Secondary,10.56,12.32,91.3,5.71,5,3.6,No
490,17,Male,Lome,Primary,9.55,21.11,74.29,14.54,3,9.0,Yes
491,22,Female,Notse,Secondary,7.76,3.54,77.77,5.28,2,1.7,No
492,22,Female,Notse,Higher,8.63,7.78,87.22,6.68,1,3.5,Yes
493,28,Male,Sokode,None,10.9,3.26,47.33,34.27,4,5.5,No
494,29,Female,Kara,Primary,7.19,14.54,75.05,20.54,3,9.8,Yes
495,29,Male,Atakpame,Secondary,7.85,6.41,45.13,26.41,3,2.9,Yes
496,31,Female,Lome,Primary,15.13,0.0,55.63,0.81,2,8.1,No
497,32,Female,Sokode,Higher,12.67,11.14,52.75,9.64,4,4.1,Yes
498,27,Male,Notse,Primary,10.64,0.0,74.02,2.53,5,1.1,Yes
499,21,Female,Sokode,Secondary,18.81,28.27,90.63,5.18,0,8.0,No
500,20,Female,Sokode,Secondary,7.06,9.42,47.97,11.39,4,5.4,Yes
501,19,Female,Notse,Secondary,14.93,24.85,86.1,8.65,3,5.3,No
502,34,Male,Sokode,Primary,11.67,10.08,48.58,7.05,7,7.1,No
503,31,Female,Dapaong,Primary,14.36,3.05,51.38,16.84,7,6.9,No
504,25,Female,Sokode,None,12.33,26.76,95.02,11.48,4,6.9,No
505,33,Male,Lome,Primary,6.38,15.89,40.58,17.21,4,3.9,Yes
506,30,Male,Kara,Primary,12.29,33.87,51.83,26.87,1,6.2,Yes
507,31,Female,Lome,Higher,13.01,10.33,52.93,12.45,4,8.9,No
508,17,Female,Atakpame,Primary,5.42,10.55,56.91,5.03,7,9.0,No
509,19,Female,Tsevie,Secondary,17.83,25.05,61.8,2.39,6,4.6,Yes
510,32,Male,Dapaong,Secondary,12.93,25.12,46.19,3.16,5,3.1,No
511,27,Female,Dapaong,Secondary,14.02,16.53,68.11,5.05,4,1.7,Yes
512,28,Male,Atakpame,Higher,8.5,48.35,63.96,13.47,5,8.7,Yes
513,26,Male,Notse,Primary,14.07,12.19,77.5,0.41,5,2.5,No
514,32,Female,Lome,Higher,15.27,2.31,92.05,16.84,2,3.9,Yes
515,24,Female,Lome,Secondary,12.76,4.97,57.86,14.19,5,8.3,No
516,22,Male,Atakpame,Higher,11.97,12.25,72.79,6.92,4,8.1,No
517,28,Female,Notse,Secondary,9.32,30.19,62.28,5.1,4,4.9,No
518,24,Female,Tsevie,Secondary,11.35,13.14,42.42,1.2,2,7.2,No
519,20,Male,Sokode,Primary,10.46,30.66,89.26,3.42,7,3.1,Yes
520,24,Female,Notse,None,13.72,19.34,78.05,1.16,3,9.4,No
521,34,Male,Sokode,Secondary,9.45,25.83,40.13,17.09,3,9.6,No
522,21,Female,Kara,Higher,13.69,18.87,54.97,7.12,3,9.5,No
523,25,Male,Lome,Secondary,9.48,18.79,58.54,2.83,4,6.6,Yes
524,20,Male,Lome,Primary,11.21,22.53,88.69,0.18,3,1.6,Yes
525,33,Female,Atakpame,Higher,13.85,9.33,85.64,7.42,6,6.5,No
526,25,Male,Atakpame,Secondary,9.89,9.44,63.77,13.95,2,4.8,Yes
527,17,Male,Sokode,Primary,13.95,18.5,49.44,14.55,1,4.6,No
528,29,Female,Notse,None,13.66,34.41,63.16,2.41,1,1.3,Yes
529,32,Female,Lome,Primary,11.19,0.0,88.61,53.11,3,8.9,No
530,29,Female,Lome,Higher,15.49,0.0,67.14,8.41,3,8.7,Yes
531,30,Male,Dapaong,Higher,12.23,12.36,46.95,4.03,3,3.9,Yes
532,19,Male,Kara,Primary,15.31,25.31,42.31,4.99,2,9.8,No
533,22,Male,Kara,Primary,17.38,15.51,60.0,1.33,3,2.2,No
534,34,Female,Sokode,Secondary,11.28,3.31,48.9,6.8,3,8.5,No
535,21,Male,Tsevie,Higher,13.93,15.79,84.7,14.0,2,6.6,No
536,31,Male,Notse,Secondary,10.09,0.0,56.73,5.27,4,5.4,No
537,18,Female,Lome,Secondary,8.9,21.29,92.65,20.16,4,9.7,Yes
538,26,Male,Dapaong,Primary,11.41,11.91,77.04,6.48,3,6.2,No
539,34,Female,Notse,Secondary,7.91,14.18,63.62,23.09,2,8.5,No
540,29,Female,Lome,Primary,9.19,19.27,76.6,12.15,4,3.1,No
541,21,Female,Atakpame,Higher,13.77,17.06,57.71,0.57,4,1.3,No
542,17,Male,Notse,Primary,10.46,9.59,48.48,0.69,3,2.9,No
543,17,Male,Sokode,Higher,14.13,25.34,97.85,16.1,2,9.9,No
544,34,Male,Notse,Primary,12.9,22.97,73.79,4.41,3,6.1,No
545,31,Female,Tsevie,Higher,17.55,0.0,40.44,2.1,4,8.6,No
546,33,Female,Notse,Primary,13.57,12.7,58.62,20.05,5,7.2,No
547,27,Female,Notse,Secondary,15.34,4.2,49.57,40.93,3,2.4,Yes
548,33,Male,Notse,Secondary,13.21,2.32,55.49,16.54,2,2.0,No
549,29,Male,Kara,None,12.93,20.35,43.34,12.91,4,5.4,No
550,17,Male,Lome,Higher,15.49,10.81,54.71,0.01,4,9.5,No
551,18,Male,Tsevie,Secondary,14.01,13.57,80.98,1.12,4,2.2,Yes
552,25,Male,Sokode,Secondary,12.63,8.3,89.24,11.12,1,5.5,No
553,19,Female,Kara,Higher,12.62,18.7,60.84,5.27,0,7.8,Yes
554,17,Male,Lome,Higher,13.61,21.78,71.35,0.2,3,1.7,No
555,32,Female,Dapaong,Secondary,9.99,36.7,42.51,13.5,2,4.7,No
556,22,Female,Sokode,Higher,9.86,13.19,45.45,5.43,4,5.8,Yes
557,33,Male,Lome,None,16.28,0.52,73.12,10.75,5,2.0,Yes
558,21,Female,Kara,Primary,17.59,9.96,90.43,6.32,2,6.9,Yes
559,21,Male,Kara,Secondary,9.21,23.47,45.28,0.27,3,7.6,Yes
560,22,Male,Dapaong,Primary,9.99,7.27,65.11,10.1,2,6.8,No
561,19,Female,Sokode,Secondary,15.43,0.18,98.23,15.52,3,1.7,No
562,21,Male,Sokode,Primary,13.6,7.48,84.33,1.7,5,1.1,Yes
563,21,Male,Tsevie,Secondary,14.03,9.67,51.86,22.17,4,8.2,No
564,26,Female,Lome,Higher,14.69,4.17,57.11,2.0,0,5.4,No
565,26,Female,Tsevie,Secondary,11.28,17.17,96.87,5.5,4,6.1,No
566,33,Female,Kara,Higher,12.99,14.21,53.26,7.49,6,9.2,No
567,30,Female,Kara,Secondary,12.76,22.9,66.45,3.77,6,6.0,No
568,25,Female,Notse,Primary,9.42,10.54,61.34,6.94,5,3.3,Yes
569,30,Female,Dapaong,Primary,12.95,20.58,69.4,12.67,4,5.0,Yes
570,17,Male,Dapaong,Primary,15.71,10.08,54.19,12.53,0,5.4,No
571,29,Male,Sokode,Higher,11.0,3.7,80.1,25.55,5,7.1,No
572,29,Male,Tsevie,None,12.46,9.57,54.08,19.81,2,4.2,Yes
573,20,Female,Kara,Primary,12.62,0.0,76.13,42.07,2,8.6,No
574,17,Male,Notse,Higher,11.15,32.88,61.47,9.05,3,5.8,No
575,33,Female,Lome,Secondary,14.03,16.42,55.09,5.12,3,5.9,No
576,24,Male,Notse,Primary,9.96,7.05,81.7,2.75,3,7.8,Yes
577,18,Female,Atakpame,Primary,16.0,11.22,97.91,2.8,0,1.7,Yes
578,24,Male,Lome,Higher,13.88,0.0,92.16,1.64,5,9.0,No
579,23,Female,Dapaong,Higher,9.19,29.34,45.21,12.97,2,2.8,No
580,18,Female,Lome,Primary,17.09,28.37,67.26,10.62,2,4.0,No
581,19,Female,Kara,Secondary,12.5,16.08,81.69,3.46,4,1.8,Yes
582,34,Female,Tsevie,Higher,9.83,18.19,73.76,22.27,0,5.2,Yes
583,28,Male,Notse,Secondary,15.31,2.32,83.58,8.04,3,4.0,Yes
584,17,Male,Sokode,Higher,13.48,3.05,98.51,0.72,4,2.9,Yes
585,28,Female,Tsevie,Secondary,6.68,0.0,60.54,0.63,3,2.6,Yes
586,21,Female,Atakpame,Higher,10.42,13.39,86.25,1.55,5,2.3,No
587,33,Female,Sokode,Primary,12.84,25.61,45.64,2.37,4,1.6,Yes
588,32,Male,Atakpame,Primary,5.52,11.17,92.18,21.84,6,2.9,Yes
589,31,Female,Atakpame,Secondary,12.26,18.48,86.71,15.07,2,1.0,Yes
590,31,Female,Kara,Secondary,12.47,24.79,71.26,2.25,4,1.7,No
591,21,Male,Kara,Higher,8.45,0.0,89.26,2.86,3,9.7,No
592,30,Female,Dapaong,None,12.81,33.46,80.0,10.13,3,4.6,Yes
593,18,Female,Dapaong,Higher,12.02,26.57,73.13,20.52,3,9.3,Yes
594,27,Male,Atakpame,Primary,8.43,20.14,96.76,3.81,5,4.6,Yes
595,23,Female,Tsevie,Secondary,14.76,24.24,47.82,7.45,3,8.0,No
596,22,Female,Dapaong,None,14.51,24.71,99.58,22.11,8,7.3,No
597,18,Male,Kara,Secondary,11.13,17.93,49.27,14.72,6,2.5,Yes
598,22,Female,Dapaong,Secondary,11.4,29.28,68.81,22.21,2,5.2,Yes
599,34,Male,Atakpame,Primary,14.18,10.47,53.88,3.26,2,2.1,No
600,18,Female,Notse,Primary,11.4,19.62,56.31,11.74,6,4.7,Yes
601,34,Female,Sokode,Secondary,6.21,28.22,77.91,1.21,3,3.5,Yes
602,31,Female,Tsevie,Higher,13.46,0.0,42.08,9.58,2,6.6,No
603,18,Female,Tsevie,Primary,9.56,19.38,96.44,3.62,2,7.7,Yes
604,22,Female,Lome,Primary,10.83,22.25,56.78,12.09,3,9.2,No
605,17,Male,Dapaong,Primary,16.37,0.0,56.35,1.53,2,1.4,Yes
606,31,Female,Tsevie,Higher,11.6,17.82,91.81,10.95,3,7.7,No
607,26,Female,Notse,Primary,12.01,7.06,85.89,12.33,3,2.1,Yes
608,33,Male,Notse,None,13.53,18.97,80.3,19.46,2,8.8,No
609,21,Male,Kara,Secondary,13.52,14.05,48.78,11.62,5,6.8,No
610,20,Female,Sokode,Secondary,9.24,5.54,86.18,7.4,5,9.1,Yes
611,26,Male,Kara,Primary,11.82,26.1,61.65,15.33,2,2.2,Yes
612,33,Female,Dapaong,Higher,12.11,10.82,99.63,3.35,5,5.4,No
613,26,Male,Atakpame,Secondary,12.82,17.7,80.27,11.32,3,5.4,No
614,33,Male,Notse,Secondary,12.87,28.14,90.15,12.89,0,7.7,No
615,21,Female,Notse,Primary,19.76,5.83,84.03,4.98,4,9.7,No
616,18,Male,Lome,Higher,8.47,15.08,75.65,45.07,5,1.1,Yes
617,22,Female,Lome,Primary,14.94,10.05,82.98,4.4,1,6.9,No
618,18,Male,Notse,Primary,15.55,12.28,75.85,0.88,3,1.4,No
619,29,Male,Sokode,Primary,13.48,36.56,43.07,3.62,2,4.8,No
620,27,Male,Tsevie,Secondary,10.05,19.57,60.73,1.05,4,8.6,Yes
621,27,Female,Tsevie,Secondary,16.99,18.14,58.99,4.14,1,6.1,No
622,32,Female,Notse,Secondary,5.42,20.24,82.84,1.37,5,8.6,Yes
623,27,Male,Tsevie,Primary,9.95,19.3,74.57,5.79,1,6.8,Yes
624,31,Female,Lome,Secondary,15.52,0.0,76.63,15.05,6,9.2,No
625,32,Female,Atakpame,Secondary,10.89,37.97,90.82,0.7,3,8.1,Yes
626,27,Female,Tsevie,Primary,16.79,0.36,71.52,8.28,5,7.5,No
627,32,Male,Kara,Higher,7.46,32.33,53.1,0.45,1,7.7,No
628,24,Female,Notse,Primary,8.66,21.18,40.75,21.59,2,6.1,No
629,20,Male,Tsevie,Secondary,10.41,16.81,49.57,25.43,1,8.6,Yes
630,24,Male,Atakpame,None,13.25,11.95,41.83,6.78,2,5.2,No
631,20,Male,Notse,Secondary,11.33,41.05,54.22,14.66,2,1.6,Yes
632,19,Male,Sokode,Higher,10.53,21.04,78.1,8.99,2,7.7,No
633,19,Male,Sokode,Higher,16.26,15.18,49.09,4.17,5,7.6,No
634,34,Female,Lome,Primary,16.54,9.65,44.92,2.81,1,2.2,No
635,21,Female,Atakpame,Secondary,10.76,8.45,98.25,14.21,6,3.2,No
636,34,Male,Kara,None,6.87,15.51,99.81,5.62,4,3.2,Yes
637,26,Female,Atakpame,Higher,5.53,5.69,78.22,25.29,2,6.3,No
638,22,Female,Kara,Secondary,12.72,21.8,46.51,37.17,3,6.0,No
639,17,Female,Kara,Primary,13.97,8.54,89.29,2.36,2,2.1,Yes
640,21,Female,Atakpame,Primary,12.19,25.05,72.35,8.23,2,5.0,No
641,25,Female,Notse,Higher,11.79,24.83,50.92,7.7,3,1.2,No
642,28,Female,Dapaong,Secondary,9.59,14.45,74.54,20.26,4,2.4,Yes
643,30,Female,Atakpame,Primary,13.96,20.8,42.36,11.74,1,1.6,Yes
644,18,Male,Notse,Primary,17.03,21.3,98.35,9.35,2,5.4,No
645,33,Male,Kara,Primary,5.35,0.38,89.56,11.36,1,1.6,Yes
646,30,Male,Notse,Secondary,11.77,32.32,55.65,4.93,2,9.6,Yes
647,29,Female,Notse,Higher,9.09,12.44,65.13,32.26,1,6.6,No
648,25,Female,Tsevie,Higher,7.53,21.96,63.72,0.59,7,7.9,No
649,31,Male,Sokode,Secondary,8.61,22.24,91.69,0.3,3,4.7,No
650,31,Female,Sokode,Higher,13.14,0.0,61.28,5.37,4,9.5,No
651,27,Female,Lome,Secondary,13.21,8.43,42.88,1.68,3,8.0,No
652,32,Male,Sokode,Primary,16.38,23.4,52.88,7.87,2,3.8,Yes
653,33,Male,Dapaong,Higher,12.03,15.62,52.93,0.09,1,2.1,Yes
654,20,Male,Kara,Primary,6.73,21.89,96.95,6.16,5,5.1,Yes
655,17,Female,Atakpame,Primary,11.29,15.92,95.44,3.49,3,6.0,No
656,24,Female,Atakpame,Higher,7.84,27.29,58.04,2.26,2,5.8,No
657,33,Female,Dapaong,Primary,8.38,16.14,40.17,5.88,5,9.5,Yes
658,19,Male,Sokode,Secondary,13.74,29.24,71.02,19.28,4,7.2,No
659,31,Male,Kara,Higher,12.58,5.2,87.83,10.65,3,5.2,No
660,31,Female,Sokode,Secondary,13.76,13.72,56.12,1.74,2,7.4,No
661,30,Male,Notse,None,10.93,9.07,66.34,6.91,2,4.1,Yes
662,30,Male,Lome,Primary,14.37,18.89,50.37,26.83,2,8.2,Yes
663,18,Female,Sokode,Primary,10.76,12.21,59.64,5.78,2,8.9,No
664,29,Male,Lome,Secondary,15.35,12.7,85.53,6.36,5,9.5,No
665,30,Male,Atakpame,Secondary,13.03,7.95,65.7,28.36,3,1.3,Yes
666,23,Male,Kara,Secondary,11.38,10.39,66.84,1.46,3,3.6,Yes
667,19,Female,Tsevie,Secondary,12.64,14.9,87.37,13.28,2,2.5,No
668,31,Female,Notse,Secondary,11.95,0.0,85.78,3.55,2,7.0,Yes
669,30,Male,Lome,Secondary,16.79,0.0,51.23,20.09,3,3.3,Yes
670,27,Female,Sokode,Higher,12.74,15.59,64.92,0.56,2,5.2,No
671,31,Female,Notse,Primary,12.0,0.0,90.93,46.46,1,8.1,No
672,29,Female,Sokode,Higher,11.28,13.07,67.4,14.64,1,8.7,Yes
673,34,Male,Notse,Secondary,14.53,11.23,79.71,3.35,5,6.4,No
674,22,Female,Atakpame,Primary,14.12,20.42,58.36,14.31,6,5.1,No
675,19,Male,Dapaong,Primary,11.18,8.28,43.57,25.64,1,1.6,No
676,31,Male,Notse,Primary,8.53,30.7,49.89,1.2,6,7.6,Yes
677,21,Female,Tsevie,Secondary,9.29,23.48,64.1,24.49,4,7.4,Yes
